NumeroArticulo,DescripcionArticulo,EnStock,UnidadMedida,GrupoArticulos,UltimaFechaCompra,UltimoPrecioCompra,UltimaMonedaCompra,
RP4509,FILTRO  PulgadasY Pulgadas CONEXIÓN BRIDA 4 Pulgadas,1,UNIDAD,REPUESTOS,10/09/2022,120.765,USD,
RP451,CHUMACERA SKF - FY 1 1/4 TF,7,UNIDAD,REPUESTOS,15/06/2020,42.52,USD,
RP4510,CALZA P/ROSCA EXT 16ER G60 IC908 ISCAR,5,UNIDAD,REPUESTOS,18/05/2023,611,COR,
RP4513,SOPORTE AE 22 ISCAR,2,UNIDAD,REPUESTOS,18/05/2023,854,COR,
RP4514,TORNILLO A22P/SOPORTE ISCAR,3,UNIDAD,REPUESTOS,11/09/2024,325.45,COR,
RP452,BALINERA SKF - YAR 206-2 F,2,UNIDAD,REPUESTOS,01/04/2020,13.86,USD,
RP4521,AMORTIGUADOR  TRASERO DERECHO 48531-8Z006,1,UNIDAD,REPUESTOS,04/07/2022,82.77,USD,
RP453,CHUMACERA SKF - FY 506M,1,UNIDAD,REPUESTOS,13/02/2020,8.1,USD,
RP4534,TERMOMETRO ANALOGO CARATULA 5 Pulgadas 0-120,6,UNIDAD,REPUESTOS,22/05/2024,"8,826.00",COR,
Rp4535,ELEMENTO NARANJA OMEGA E30 10287337,1,UNIDAD,REPUESTOS,05/04/2023,285,USD,
RP454,VALVULA DE CONTROL DE TEMPERATURA FH DN50 FLANGE PN 2 Pulgadas,1,UNIDAD,REPUESTOS,11/01/2021,"1,640.34",USD,
RP4547,ELECTRO VALVULA PIL 5P 4V 220V U276,2,UNIDAD,REPUESTOS,24/10/2022,113.413,USD,
RP4549,TAPA CIEGA P/VALVULA 200 U376,1,UNIDAD,REPUESTOS,24/10/2022,8.05,USD,
RP4557,TERMOMETRO ANALOGO GLICERINA 0-150 GRADOS,6,UNIDAD,REPUESTOS,29/04/2023,"6,231.63",COR,
RP4560,MEDIDOR DE FLUJO 4 Pulgadas IMAG 4700,1,UNIDAD,REPUESTOS,07/12/2022,"2,600.00",USD,
RP4562,ASPERSOR DUPLEX 2 Pulgadas,3,UNIDAD,REPUESTOS,22/12/2022,196,USD,
RP4563,ORING DE 4MM (CORDON BUNA),10.72,METROS,REPUESTOS,24/12/2022,2.75,USD,
RP4568,MANERAL P/MACHUELO 1/16 PulgadasX1/4 Pulgadas,1,UNIDAD,REPUESTOS,30/12/2022,214,COR,
RP4569,MANERAL P/MACHUELO #2 5/32 PulgadasX1/2 Pulgadas,1,UNIDAD,REPUESTOS,30/12/2022,324,COR,
RP4571,VALVULA COMPUERTA DE 8 Pulgadas ANSI 300 ACERO FUNDIDO,1,UNIDAD,REPUESTOS,07/01/2023,"48,294.40",COR,
RP4574,MAUREY COUPLING 3/4 CH-MIS-185,1,UNIDAD,REPUESTOS,07/01/2023,52.27,USD,
RP4575,MANGUERA HIDRAULICA ARMADA DE 1 PulgadasX68 Pulgadas DE LARGO,2,UNIDAD,REPUESTOS,10/07/2025,"5,490.46",COR,
RP458,VALVULA DE BOLA 4 Pulgadas ANSI 150 ACERO INOX 304L CIERRE RAPIDO,4,UNIDAD,REPUESTOS,22/11/2023,"22,433.60",COR,
RP4585,RETENEDOR 50X65X8,20,UNIDAD,REPUESTOS,12/01/2023,35,USD,
RP4586,UNION JIC 1/2 Pulgadas,52,UNIDAD,REPUESTOS,20/05/2023,2.538,USD,
RP4588,EATON FLARE NUT,90,UNIDAD,REPUESTOS,20/05/2023,2.282,USD,
RP4589,EATON FLARE SLEEVE,90,UNIDAD,REPUESTOS,20/05/2023,1.352,USD,
RP4590,RODO PARA TRANSPALETA 80X60MM 1000KG,4,UNIDAD,REPUESTOS,27/01/2023,45.38,USD,
RP4593,SHAFT SEAL VICKERS 25VO CH-EAT-198,1,UNIDAD,REPUESTOS,27/01/2023,28.44,USD,
RP4594,AGARRE CL-20 ISCAR,1,UNIDAD,REPUESTOS,06/02/2023,900,COR,
RP4595,SOPORTE ICSN 433 ISCAR,2,UNIDAD,REPUESTOS,06/02/2023,685,COR,
RP4598,MANOMETRO CON GLICERINA DE 0-16 BAR CARATULA 4 Pulgadas CON ENTRADA DE 1/2 Pulgadas NPT,1,UNIDAD,REPUESTOS,, -   ,,
RP4599,MANOMETRO CON GLICERINA DE 0-11 BAR CARATULA 4 Pulgadas CON ENTRADA DE 1/2 Pulgadas NPT,1,UNIDAD,REPUESTOS,, -   ,,
RP4600,SELENOIDE DE ARRANQUE 6573,1,UNIDAD,REPUESTOS,21/02/2023,"2,815.00",COR,
RP4601,CHUMACERA TENSORA UCT320 PTI,2,UNIDAD,REPUESTOS,01/03/2023,"1,224.00",USD,
RP4603,EMPAQUE ORING 3/4 PulgadasX1/16 Pulgadas,50,UNIDAD,REPUESTOS,17/03/2023,0.594,USD,
RP4604,EMPAQUE ORING 1 PulgadasX1/16 Pulgadas,4,UNIDAD,REPUESTOS,17/03/2023,0.594,USD,
RP4606,BRAZO P/ARTICULACION DE ZARANDA EN MOLINO,4,UNIDAD,REPUESTOS,24/03/2023,"2,114.48",COR,
RP4609,PASAMURO CONEXIÓN MANGUERA 5/16 (8MM),6,UNIDAD,REPUESTOS,05/04/2023,116.8,COR,
RP4611,CARBON CB-218,3,UNIDAD,REPUESTOS,10/04/2023,6.92,COR,
RP4612,CARBON CB-204,2,UNIDAD,REPUESTOS,10/04/2023,6.92,USD,
RP4613,SEAL KIT 25VQ VICKERS CH-MET-268,2,UNIDAD,REPUESTOS,12/10/2023,112.165,USD,
RP4614,CARTRIDGE KIT 25VQ CH-MET-266,1,UNIDAD,REPUESTOS,13/04/2023,680.68,USD,
RP462,CORREA INDUSTRIAL SPA950,47,UNIDAD,REPUESTOS,24/10/2020,280,COR,
RP4621,JUNTA ESPIROMETALICA CLASE 300 DE 2-1/2 Pulgadas,11,UNIDAD,REPUESTOS,21/04/2023,100,COR,
RP4623,JUNTA ESPIROMETALICA CLASE 150 DE 4 Pulgadas,4,UNIDAD,REPUESTOS,21/04/2023,132.8,COR,
RP4624,JUNTA ESPIROMETALICA CLASE 150 DE 6 Pulgadas,6,UNIDAD,REPUESTOS,21/04/2023,165.6,COR,
RP4626,VALVULA DE SEGURIDAD DN40 DE 2 PulgadasA 1-1/2 Pulgadas,2,UNIDAD,REPUESTOS,28/04/2023,"46,766.81",COR,
RP4627,VALVULA DE SEGURIDAD DN80 DE 3 Pulgadas A 2 Pulgadas,1,UNIDAD,REPUESTOS,28/04/2023,"64,418.10",COR,
RP4628,VALVULA DE SEGURIDAD DN40 DE 2-1/2 Pulgadas A 1-1/2 Pulgadas,1,UNIDAD,REPUESTOS,28/04/2023,"59,796.02",COR,
RP463,POLEA PARA BANDA SPC 345MM OD - 335MM PD,1,UNIDAD,REPUESTOS,05/03/2020,"30,648.77",COR,
RP4630,JUNTA ESPIROMETALICO 5 Pulgadas CLASE 300,5,UNIDAD,REPUESTOS,11/05/2023,199.2,COR,
RP4631,SELLO SKF TSN 516L,13,UNIDAD,REPUESTOS,02/04/2025,"1,521.81",COR,
RP4635,JUEGO DE MACHUELO 1/2 Pulgadas,1,UNIDAD,REPUESTOS,02/06/2023,798,COR,
RP4637,JUEGO DE MACHUELO 5/8 Pulgadas,6,UNIDAD,REPUESTOS,16/05/2025,"1,760.35",COR,
RP4638,CUCHILLA CORRIENTE 1/4 PulgadasX6 PulgadasHSS,1,UNIDAD,REPUESTOS,02/06/2023,252,COR,
RP4639,CUCHILLA CORRIENTE 5/8 PulgadasX6 PulgadasHSS,3,UNIDAD,REPUESTOS,02/06/2023,710,COR,
RP464,BUJE TB BARRENO 80MM - CUNERO 22MM X 5.4MM,1,UNIDAD,REPUESTOS,05/03/2020,"7,274.37",COR,
RP4640,VALVULA CHECK INOX WAFER DE 3 Pulgadas DN80/PN40 MODELO 2415 - GENEBRE,2,UNIDAD,REPUESTOS,02/06/2023,91.08,USD,
RP4641,VALVULA CHECK H/F WAFER DE 3 Pulgadas - 304L -EPDM / 200WOG,1,UNIDAD,REPUESTOS,02/06/2023,"2,336.80",COR,
RP4643,BROCA P/METAL 13.0 MM HSSCo ESPIGA 1/2 Pulgadas SH,3,UNIDAD,REPUESTOS,16/06/2023,250,COR,
RP4644,BROCA P/METAL 14.0 MM HSSCo ESPIGA 1/2 Pulgadas SH,2,UNIDAD,REPUESTOS,16/06/2023,364,COR,
RP4645,BROCA P/METAL 16.0 MM HSSCo ESPIGA 1/2 Pulgadas SH,5,UNIDAD,REPUESTOS,16/06/2023,440,COR,
RP4646,BROCA P/METAL 17.0 MM HSSCo ESPIGA 1/2 Pulgadas SH,2,UNIDAD,REPUESTOS,16/06/2023,508,COR,
RP4647,BROCA P/METAL 18.0 MM HSSCo ESPIGA 1/2 Pulgadas SH,3,UNIDAD,REPUESTOS,16/06/2023,550,COR,
RP4648,BROCA P/METAL 20.0 MM HSSCo ESPIGA 1/2 Pulgadas SH,1,UNIDAD,REPUESTOS,16/06/2023,626,COR,
RP4649,BROCA P/METAL 22.0 MM HSSCo ESPIGA 1/2 Pulgadas TMX,1,UNIDAD,REPUESTOS,16/06/2023,998,COR,
RP4651,BOLSA DE FILTRO WD2-WD3,2,UNIDAD,REPUESTOS,15/07/2023,547.5,COR,
RP4653,FILTRO COMBUSTIBLE 460-0310,4,UNIDAD,REPUESTOS,13/08/2025,"1,919.47",COR,
RP4654,INTERRUPTOR 7872100002,2,UNIDAD,REPUESTOS,19/06/2023,122.79,USD,
RP4656,BOMBA DE VACIO MODELO No. WP6111560,1,UNIDAD,REPUESTOS,24/06/2023,"1,791.58",USD,
RP4659,SENSOR PT100 2 TOQUES IFM VKV022,2,UNIDAD,REPUESTOS,27/06/2023,"7,862.94",COR,
RP466,CABLE DE FRENO Ñ2 46420 - OK210,1,UNIDAD,REPUESTOS,15/02/2023,66.79,USD,
RP4660,CABLE M12-M12 5M AL CONTROLES,2,UNIDAD,REPUESTOS,27/06/2023,"1,336.97",COR,
RP4662,RETENEDOR 528-5683,1,UNIDAD,REPUESTOS,21/06/2023,92.04,USD,
RP4663,TAPON RESPIRADERO MBR110 EATON - CH-FIL-110,4,UNIDAD,REPUESTOS,30/06/2023,110.553,USD,
RP4664,DISCO DURO ESTADO SOLIDO KINGSTON 480GB A400,2,UNIDAD,REPUESTOS,29/10/2025,"1,819.74",COR,
RP4665,BATERIA 98 AH -/+ BCI 27R 780,1,UNIDAD,REPUESTOS,27/03/2025,"5,299.49",COR,
RP4668,RETENEDOR 32X45X8,11,UNIDAD,REPUESTOS,27/07/2023,76.833,COR,
RP4669,EMPAQUE ORING 2-219 VITON,20,UNIDAD,REPUESTOS,27/07/2023,91.17,COR,
RP467,CABLE DE FRENO Ñ3 46430 - OK210,1,UNIDAD,REPUESTOS,15/02/2023,83.92,USD,
RP4689,MANOMETRO ASHCROFT -1.0 A 1.5 BAR,1,UNIDAD,REPUESTOS,12/08/2023,"9,120.95",COR,
RP4691,INSERTO P/TORNO WNMG 432-WG IC907,10,UNIDAD,REPUESTOS,29/05/2024,440,COR,
RP4692,INSERTO P/TORNO TNMG 432-TF IC907,10,UNIDAD,REPUESTOS,24/09/2025,520,COR,
RP4693,INSERTO P/TORNO TNMG 543-GN IC830,20,UNIDAD,REPUESTOS,15/05/2024,860,COR,
RP4695,TECLADO NEGRO CON RETROILUMINACION  CON FUENTE ROJA ENMARCADA,1,UNIDAD,REPUESTOS,17/08/2023,46,USD,
RP4697,CHUMACERA UCP 210 - 50MM TIMKEN,10,UNIDAD,REPUESTOS,26/08/2023,"2,671.00",COR,
RP4698,CHUMACERA UCP 211 - 55MM TIMKEN,4,UNIDAD,REPUESTOS,26/08/2023,"3,417.00",COR,
RP4699,CHUMACERA UCP 214 - 70MM TIMKEN,1,UNIDAD,REPUESTOS,26/08/2023,"7,050.00",COR,
RP4700,CHUMACERA UCF 210 - 50MM TIMKEN,11,UNIDAD,REPUESTOS,26/08/2023,"2,671.00",COR,
RP4704,VALVULA DE RETENCIÓN (NRV) ANSI 150 16 Pulgadas,1,UNIDAD,REPUESTOS,05/09/2023,"207,852.81",COR,
RP4705,BOMBA DE EXTRACCIÓN DE CONDENSADO,2,UNIDAD,REPUESTOS,05/09/2023,"1,593.71",COR,
RP4706,SELLO MECÁNICO R 64777 029800070-0 (BOMBA DE EXTRACCIÓN),2,UNIDAD,REPUESTOS,05/09/2023,"1,593.71",COR,
RP4708,TERMOPOZO EN ACERO INOXIDABLE SS316 DE 9 Pulgadas,11,UNIDAD,REPUESTOS,23/09/2023,118,USD,
RP4709,SENSOR DE TEMPERATURA RTD MJ03-1113-060-228-K-E01/-196…+850°C,11,UNIDAD,REPUESTOS,23/09/2023,215,USD,
RP4711,TIGHTENER LEFT 52.06.00.00.000,4,UNIDAD,REPUESTOS,25/09/2023,"2,412.07",COR,
RP4712,REAR CHAIN SHAFT 190.00.00.014,1,UNIDAD,REPUESTOS,25/09/2023,"4,974.89",COR,
RP4713,CHAIN SPROCKET COMPLETE 190.05.00.000,6,UNIDAD,REPUESTOS,25/09/2023,"5,201.02",COR,
RP4714,SUSPENSION SPRING (RESORTE DE SUSPENSION) 190.00.00.042,8,UNIDAD,REPUESTOS,25/09/2023,"3,101.23",COR,
RP4715,SPRING BUSH 190.00.00.043,16,UNIDAD,REPUESTOS,25/09/2023,"1,378.32",COR,
RP4716,LEVEL INDICATOR 3/8 Pulgadas 400.000185,3,UNIDAD,REPUESTOS,25/09/2023,217.086,COR,
RP4717,TIGHTENER SHAFT 190.11.00.000,1,UNIDAD,REPUESTOS,25/09/2023,"5,201.02",COR,
RP4719,INPUT SHAFT 099.01.04.002,1,UNIDAD,REPUESTOS,25/09/2023,"8,183.80",COR,
RP4720,Z13 PINION GEAR (PIÑON Z13) 099.01.04.003,3,UNIDAD,REPUESTOS,25/09/2023,"5,814.80",COR,
RP4721,Z22 IMPELLER BEVEL GEAR 099.01.04.004,3,UNIDAD,REPUESTOS,25/09/2023,"9,949.78",COR,
RP4722,BEDDING 099.01.00.001,1,UNIDAD,REPUESTOS,25/09/2023,"2,153.63",COR,
RP4723,BUSH 099.01.00.005,2,UNIDAD,REPUESTOS,25/09/2023,603.017,COR,
RP4724,BUSH 099.01.00.006,2,UNIDAD,REPUESTOS,25/09/2023,581.48,COR,
RP4725,MAIN SHAFT 099.01.04.005,1,UNIDAD,REPUESTOS,25/09/2023,"12,275.70",COR,
RP4726,WASHER MB 08 CNR 100.001292,3,UNIDAD,REPUESTOS,25/09/2023,21.536,COR,
RP4727,SAFETY NUT 100.001295,2,UNIDAD,REPUESTOS,25/09/2023,150.754,COR,
RP4728,SEAL 70X100X10 (SELLO) 100.000368,2,UNIDAD,REPUESTOS,25/09/2023,226.131,COR,
RP4729,RING 472/120 (100.001094),1,UNIDAD,REPUESTOS,25/09/2023,63.323,COR,
RP4730,RING 471/55*2 (100.001203),1,UNIDAD,REPUESTOS,25/09/2023,43.068,COR,
RP4732,RING 472/85 (100.000428),2,UNIDAD,REPUESTOS,25/09/2023,32.301,COR,
RP4733,TAP Ø120X10 (100.001739),2,UNIDAD,REPUESTOS,25/09/2023,374.732,COR,
RP4734,SAFETY NUT 100.001961,1,UNIDAD,REPUESTOS,25/09/2023,228.285,COR,
RP4735,REAR CONVEYOR SHAFT 099.07.00.001,1,UNIDAD,REPUESTOS,25/09/2023,"13,794.01",COR,
RP4736,FRONT CONVEYOR SHAFT 099.07.00.002,1,UNIDAD,REPUESTOS,25/09/2023,"15,150.80",COR,
RP4737,MANURE SPREADER CHAIN COMPLETE 099.07.00.000,1,UNIDAD,REPUESTOS,25/09/2023,"117,588.27",COR,
RP4739,MANOMETRO CON GLICERINA CARATULA 2.5 Pulgadas 0-6000 PSI 1/4 Pulgadas NPT,9,UNIDAD,REPUESTOS,28/09/2023,"2,045.71",COR,
RP4740,TERMOMETRO BIMETALICO 5 Pulgadas CARA ROTATIVA VÁSTAGO DE 6 Pulgadas,2,UNIDAD,REPUESTOS,28/09/2023,366.667,USD,
RP4741,TERMOMETRO BIMETALICO 5 Pulgadas CARA ROTATIVA VÁSTAGO DE 9 Pulgadas,10,UNIDAD,REPUESTOS,28/09/2023,33,USD,
RP4753,SHAFT SEAL VICKERS 25VQ CH-MET-269,5,UNIDAD,REPUESTOS,12/10/2023,13.792,USD,
RP4754,FRESA CARBURO 7/8 PulgadasX4 Pulgadas 4F,4,UNIDAD,REPUESTOS,19/09/2025,"5,331.20",COR,
RP4755,FRESA CARBURO 1 PulgadasX4 Pulgadas 4F,2,UNIDAD,REPUESTOS,27/09/2025,"5,633.76",COR,
RP4756,BRIDA PARA MANGUERA 74-79 MM,10,UNIDAD,REPUESTOS,12/10/2023,204,COR,
RP4769,PISTÓN NEUMÁTICO DOBLE EFECTO 50MMX250MM ROSCA MACHO,3,UNIDAD,REPUESTOS,19/09/2025,"5,252.00",COR,
RP4775,POLEA SKF DE 6.5 Pulgadas SPB160TB-3 CANALES,2,UNIDAD,REPUESTOS,27/11/2023,170.415,USD,
RP4776,POLEA SKF DE 7.5 Pulgadas SPB190TB-3 CANALES,2,UNIDAD,REPUESTOS,27/11/2023,229.225,USD,
RP4777,RETENEDOR 40X52X6 NJ015 PAYEN,4,UNIDAD,REPUESTOS,30/11/2023,88.32,COR,
RP4778,RETENEDOR 40X52X7,3,UNIDAD,REPUESTOS,30/11/2023,108,COR,
RP4780,BROCA P/METAL 5/8 Pulgadas COBALTO ESPIGA 1/2 Pulgadas,2,UNIDAD,REPUESTOS,06/12/2023,"1,262.00",COR,
RP4782,VALVULA SELENOIDE 24V 47498691001,1,UNIDAD,REPUESTOS,20/12/2023,245,USD,
RP4783,TERMOPOZO 1/2 PulgadasX1/2 PulgadasX 9 Pulgadas 304SS TBR950-1,9,UNIDAD,REPUESTOS,22/12/2023,66,USD,
RP4784,MANGUERA FLEXIBLE 2x18 PANX650 - 7880224,1,UNIDAD,REPUESTOS,26/12/2023,"10,867.14",COR,
RP4785,MEDIDOR DE CAUDAL VARIABLE DN80 - 7880162 (ISOLV MT28),1,UNIDAD,REPUESTOS,26/12/2023,"133,167.55",COR,
RP4786,UNION DE COMPRESION 3/8 Pulgadas 62F-06B,6,UNIDAD,REPUESTOS,19/04/2024,76.167,COR,
RP4787,CLAVO/INSERT 3/8 Pulgadas 459F-06B,12,UNIDAD,REPUESTOS,19/04/2024,8.019,COR,
RP4788,STANDARD LEVER BOX PARA CONTROL DE MANDO,4,UNIDAD,REPUESTOS,05/01/2024,65.128,USD,
RP4789,DIRECT PRESSURE RELIEF (TYPE YG3-175)-VALVULA DE REGULADORA DE PRESION,2,UNIDAD,REPUESTOS,05/01/2024,148.79,USD,
RP4790,HANDLEVER (AL01/M10X200) CH-WAL-128,3,UNIDAD,REPUESTOS,05/01/2024,9.037,USD,
RP4791,VALVULA BOLA ACERO INOX 4 Pulgadas FLANGE,4,UNIDAD,REPUESTOS,10/01/2024,"22,433.60",COR,
RP4792,RESORTE DE COMPRESION 10MM (DIAMETRO INTERNO 2 Pulgadas  PASO 10MM  ALTURA 7 Pulgadas),16,UNIDAD,REPUESTOS,18/07/2025,"8,918.00",COR,
RP4794,CABEZAL DE CORTE AUTOCUT 46-2,2,UNIDAD,REPUESTOS,30/01/2025,872.015,COR,
RP4798,JUEGO DE MACHUELO 10X1.25MM,2,UNIDAD,REPUESTOS,13/06/2025,690.65,COR,
RP4799,JUEGO DE MACHUELO 10X1.5MM,4,UNIDAD,REPUESTOS,16/05/2025,622.25,COR,
RP4800,JUEGO DE MACHUELO 12X1.5MM,4,UNIDAD,REPUESTOS,16/05/2025,828.4,COR,
RP4802,FILTRO SECADOR 3/8 SOLDABLE,2,UNIDAD,REPUESTOS,07/02/2025,342.77,COR,
RP4803,INTERMEDIATE PIECE ASSY FPD20021123,1,UNIDAD,REPUESTOS,15/02/2024,"19,276.00",COR,
RP4804,INTERMEDIATE PIECE FPD20010053,2,UNIDAD,REPUESTOS,15/02/2024,"13,839.00",COR,
RP4805,INTERMEDIATE PIECE FPD20010064,1,UNIDAD,REPUESTOS,15/02/2024,"12,504.00",COR,
RP4806,INTERMEDIATE PIECE FPD20010092,1,UNIDAD,REPUESTOS,15/02/2024,"9,934.00",COR,
RP4809,VANE WHEEL IMPELLER FPD20010016,1,UNIDAD,REPUESTOS,15/02/2024,"13,345.00",COR,
RP481,FRESA CARBURO 5/16 PulgadasX2-1/2 Pulgadas REC. TIAIN 4F COBRA,1,UNIDAD,REPUESTOS,12/10/2023,629,COR,
RP4810,GROOVED BALL BEARING 6307 FPD43000883,1,UNIDAD,REPUESTOS,15/02/2024,"2,223.11",COR,
RP4811,MECHANICAL SEAL FPD43003811,1,UNIDAD,REPUESTOS,15/02/2024,"3,261.02",COR,
RP4812,LOCATING RING ASSY FPD20027064,2,UNIDAD,REPUESTOS,15/02/2024,"3,064.61",COR,
RP4813,CAMISA DE EJE  POS 5240 FPD20028762,2,UNIDAD,REPUESTOS,15/02/2024,"3,064.61",COR,
RP4814,RETENEDOR 50X62X7,2,UNIDAD,REPUESTOS,19/02/2024,72.88,COR,
RP4819,BOMBA DE ENGRANAJES EATON S-26,2,UNIDAD,REPUESTOS,27/09/2025,"27,019.50",COR,
RP482,FRESA CARBURO 3/8 PulgadasX2-1/2 Pulgadas REC. TIAIN 4F COBRA,1,UNIDAD,REPUESTOS,12/10/2023,741,COR,
RP4822,FRESA ROTATIVA DE CARBURO 1/2 PulgadasX1 Pulgadas SA-5,1,UNIDAD,REPUESTOS,14/03/2024,662.4,COR,
RP4824,FILTRO AIRE PRIMARIO 289-2348,2,UNIDAD,REPUESTOS,01/04/2024,117.91,USD,
RP4825,FILTRO AIRE SECUNDARIO 289-2349,2,UNIDAD,REPUESTOS,01/04/2024,43.78,USD,
RP4837,MANGUERA HIDRAULICA 1/2 Pulgadas 100R3,164,PIES,REPUESTOS,10/04/2024,91.2,COR,
RP484,FRESA CARBURO 1/2 PulgadasX3 Pulgadas REC. TIAIN 4F COBRA,2,UNIDAD,REPUESTOS,27/09/2025,"1,217.92",COR,
RP485,FRESA CARBURO 5/8 PulgadasX3-1/2 Pulgadas REC. TIAIN 4F COBRA,2,UNIDAD,REPUESTOS,13/06/2025,"2,457.65",COR,
RP4852,MANOMETRO DE 2.5 Pulgadas 0-7KG/CM2 CONEXION BRONCE 1/4NPT,1,UNIDAD,REPUESTOS,08/05/2024,"3,269.60",COR,
RP4853,MANOMETRO DE 4 Pulgadas 0-60 PSI CONEXION INOX 1/2NPT,1,UNIDAD,REPUESTOS,08/05/2024,"6,852.80",COR,
RP4855,VACUOMETRO DE 4 Pulgadas -30IN.HG-30PSI CONEXION INOX/BRONCE 1/2NPT,1,UNIDAD,REPUESTOS,08/05/2024,"4,156.00",COR,
RP4856,MANOMETRO DE 4 Pulgadas 0-300 PSI CONEXIÓN INOX/BRONCE 1/2NPT,2,UNIDAD,REPUESTOS,08/05/2024,"4,071.20",COR,
RP4857,MANOMETRO CON GLICERINA DE 2.5 Pulgadas 0-600 PSI CONEXION 1/4NPT,1,UNIDAD,REPUESTOS,08/05/2024,"2,615.20",COR,
RP4858,FRESA CARBURO 3/4 PulgadasX4 Pulgadas 4F,3,UNIDAD,REPUESTOS,19/09/2025,"3,692.40",COR,
RP4862,EMPAQUE O'RING 3.0X55,1,UNIDAD,REPUESTOS,24/05/2024,23,COR,
RP4876,CONECTOR DE CAÑO FLEXIBLE 8 Pulgadasx12 Pulgadas DE LARGO - SWECO,3,UNIDAD,REPUESTOS,17/08/2024,"5,278.72",COR,
RP4877,CON JUNTO DE RESORTE DE EQUILIBRIO - SWECO,18,UNIDAD,REPUESTOS,17/08/2024,"4,613.99",COR,
RP4878,CONJUNTO DE CONTRAPESO SUPERIOR DE MOTOR  CON 4 PZ DE CONTRAPESO - SWECO,1,UNIDAD,REPUESTOS,17/08/2024,"22,952.66",COR,
RP4879,CONJUNTO DE CONTRAPESO INFERIOR DE MOTOR  CON 3 PZ DE CONTRAPESO - SWECO,1,UNIDAD,REPUESTOS,17/08/2024,"22,952.66",COR,
RP4880,SOPORTE DE COJINETE SUPERIOR - SWECO,1,UNIDAD,REPUESTOS,17/08/2024,"32,180.64",COR,
RP4881,SOPORTE DE COJINETE INFERIOR - SWECO,1,UNIDAD,REPUESTOS,17/08/2024,"32,180.64",COR,
RP4882,CUÑA DE MOTOR - SWECO,4,UNIDAD,REPUESTOS,17/08/2024,"1,407.66",COR,
RP4883,INLET PIPE 56546701,1,UNIDAD,REPUESTOS,28/08/2024,"35,475.64",COR,
RP4884,PARING DISC 56511880,1,UNIDAD,REPUESTOS,28/08/2024,"136,233.37",COR,
RP4886,SOPORTE TCX 4 P/PCLNR (CNMX45) ISCAR,1,UNIDAD,REPUESTOS,24/09/2025,218,COR,
RP4887,REPUESTO P/TORNILLO SR-117-2010 ISCAR,2,UNIDAD,REPUESTOS,24/09/2025,118,COR,
RP4889,REPUESTO P/PORTA NIVELADOR LR4DH ISCAR,2,UNIDAD,REPUESTOS,24/09/2025,586,COR,
RP4890,REPUESTO P/PORTA BUSHING SP4 ISCAR,2,UNIDAD,REPUESTOS,24/09/2025,60,COR,
RP4892,PUNTO GIRATORIO P/TUBO MT3X4 Pulgadas,1,UNIDAD,REPUESTOS,11/09/2024,"4,574.00",COR,
RP4894,PORTA INSERTO DERECHO DERECHO 1 Pulgadas MTJNR 16-4D,1,UNIDAD,REPUESTOS,11/09/2024,"3,346.00",COR,
RP4896,ORING VITON 2-012,60,UNIDAD,REPUESTOS,02/04/2025,90,COR,
RP4897,POLEA 3B62-SD CON BUJE SD X 3/4-KW,2,UNIDAD,REPUESTOS,13/09/2024,"5,900.00",COR,
RP4899,CALZA 4 SUPERCOB P/BROCA ESPADA #7,4,UNIDAD,REPUESTOS,23/10/2024,"7,267.00",COR,
RP490,FILTRO HIDRAULICO 179-9806,5,UNIDAD,REPUESTOS,05/08/2021,"4,416.75",COR,
RP4900,CALZA P/TORNO WNMG 432 IC 806,3,UNIDAD,REPUESTOS,24/09/2025,482,COR,
RP4902,RODO DE CARGA (USADO),2,UNIDAD,REPUESTOS,20/09/2024,500,USD,
RP4905,RETENEDOR HID 63.5X82X13,5,UNIDAD,REPUESTOS,27/09/2024,35,USD,
RP4906,ABRAZADERA 8T-4984,1,UNIDAD,REPUESTOS,15/10/2024,26.17,USD,
RP4909,MEDIDOR DE AGUA 6 Pulgadas ANSI 150 BRIDADO 6060A GENEBRE,1,UNIDAD,REPUESTOS,20/11/2024,512.165,USD,
RP491,FILTRO ACEITE 5I-8670,2,UNIDAD,REPUESTOS,05/08/2021,"2,055.10",COR,
RP4913,CHUMACERA SKF FY 30 TF,4,UNIDAD,REPUESTOS,12/12/2024,"3,277.58",COR,
RP4914,MANERAL VICTOR WH315FC,2,UNIDAD,REPUESTOS,07/06/2025,"8,962.62",COR,
RP4915,CHUMACERA UCT-214,4,UNIDAD,REPUESTOS,16/12/2024,"3,374.68",COR,
RP4916,JUNTA ESPIROMETALICA DE 8 Pulgadas ANSI 600 GRAFOIL,6,UNIDAD,REPUESTOS,19/09/2025,640,COR,
RP4917,TRANSMISOR DE PRESION DIFERENCIAL SIEMENS SITRANS P320B,2,UNIDAD,REPUESTOS,16/07/2025,"70,312.95",COR,
RP4920,TRANSMISOR DE PRESION DIFERENCIAL YOKOGAWA MOD.EJA110E-JMS4G,2,UNIDAD,REPUESTOS,05/02/2025,"56,266.79",COR,
RP4924,UNIDAD DE MANTENIMIENTO 1/4 NPT 210 PSI,4,UNIDAD,REPUESTOS,21/03/2025,"3,840.00",COR,
RP4925,MEDIDOR DE AGUA 3 Pulgadas ANSI 150 BRIDADO 6060A GENEBRE,2,UNIDAD,REPUESTOS,21/03/2025,"10,944.00",COR,
